,Team,ID,Batting_Games,At_Bats,Batting_Runs,Batting_Hits,Doubles,Triples,Batting_Home_Runs,Runs_Batted_In,Batting_Bases_On_Balls,Batting_Strike_Outs,Stolen_Bases,Caught_Stealing,Batting_Average,On_Base_Percentage,Slugging_Percentage,On_Base_Plus_Slugging,Pitching_Games,Pitching_Games_Started,Wins,Losses,Saves,Blown_Saves,Holds,Complete_Games,Shutouts,Innings_Pitched,Pitching_Hits,Pitching_Runs,Earned_Runs,Pitching_Home_Runs,Pitching_Bases_On_Balls,Pitching_Strikeouts,Earned_Runs_Average,Walks_Plus_Hits_Per_Inning_Pitched,Batting_Average_Against,Fielding_Games,Position,Fielding_Games_Started,Innings,Putouts,Total_Chance,Assists,Errors,Double_Plays,Fielding
251,kan,7907.0,1136,4245,605,1140,262,21,134,523,468,1000,81,35,.269,.348,.435,.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1148,1B,1111,9837,2019,2737,661,57,79,.979
252,kan,9015.0,545,2042,215,569,102,7,65,279,75,277,2,0,.279,.306,.431,.737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537,C,520,4560,3757,4092,307,28,26,.993
253,kan,8344.0,973,3586,423,939,142,40,24,299,160,504,145,31,.262,.298,.344,.642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963,SS,945,8366,1406,4078,2570,102,546,.975
254,kan,7254.0,1691,6419,885,1778,374,63,169,794,400,1117,253,77,.277,.321,.434,.755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1678,CF,1598,14224,3503,3645,94,48,22,.987
255,kan,7040.0,41,60,3,6,2,0,0,1,1,27,0,0,.100,.129,.133,.262,305,272,91,108,0,2,0,8,2,1764.2,1856,920,857,250,506,1046,4.37,1.34,.271,305,P,272,1764,127,378,228,23,17,.939
256,kan,8817.0,443,1066,165,272,34,21,6,76,100,220,146,23,.255,.320,.343,.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383,CF,286,2750,859,903,25,19,12,.979
257,kan,9918.0,86,241,31,60,14,6,7,27,5,53,3,3,.249,.269,.444,.713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87,LF,63,604,129,138,5,4,1,.971
258,kan,7016.0,1468,5137,593,1395,251,52,82,531,287,753,80,33,.272,.309,.389,.698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1442,2B,1280,11499,2152,5873,3581,140,768,.976
259,kan,10024.0,19,46,6,10,2,1,1,8,4,9,0,0,.217,.280,.370,.650,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1B,12,118,8,40,31,1,3,.975
260,kan,8696.0,306,774,63,143,30,3,9,60,47,165,0,1,.185,.241,.266,.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,C,232,2147,1649,1795,130,16,12,.991
261,kan,7245.0,1203,3456,495,835,157,14,162,526,417,1088,50,24,.242,.333,.436,.769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737,LF,608,5247,1050,1105,36,19,7,.983
262,kan,9709.0,8,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,C,1,22,12,13,1,0,0,1.000
263,kan,7461.0,143,216,13,23,0,0,0,6,8,92,0,0,.106,.153,.106,.259,301,252,92,91,2,0,0,8,3,1643.1,1788,862,810,206,428,1165,4.44,1.35,.276,301,P,252,1643,110,310,185,15,16,.952
264,kan,7639.0,164,277,15,23,2,0,1,8,7,142,0,0,.083,.106,.101,.207,225,218,79,68,0,0,0,3,1,1243.0,1186,643,593,125,592,1090,4.29,1.43,.252,225,P,218,1243,61,203,132,10,5,.951
265,kan,8760.0,192,514,52,112,23,0,23,69,36,116,0,0,.218,.270,.397,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156,C,129,1179,1048,1123,73,2,13,.998
266,kan,9422.0,5,10,1,1,0,0,0,0,0,8,0,0,.100,.100,.100,.200,62,61,27,19,0,0,0,0,0,361.2,335,151,145,31,133,326,3.61,1.29,.243,62,P,61,361,42,85,38,5,3,.941
267,kan,9804.0,20,4,6,0,0,0,0,0,0,1,8,0,.000,.333,.000,.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,LF,0,14,1,1,0,0,0,1.000
268,kan,9937.0,2,3,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,SS,0,4,0,2,2,0,0,1.000
269,kan,10020.0,4,5,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3B,1,9,1,3,2,0,0,1.000
270,kan,8475.0,147,128,9,18,4,0,1,8,11,59,1,0,.141,.213,.195,.408,167,69,40,22,1,3,9,2,1,571.0,527,215,194,48,139,474,3.06,1.17,.247,167,P,69,571,34,127,90,3,5,.976
271,min,7807.0,147,268,13,28,5,0,0,13,13,72,0,0,.104,.151,.123,.275,217,213,61,81,1,0,0,4,0,1237.1,1400,664,621,99,434,703,4.52,1.48,.289,217,P,213,1237,76,253,169,8,15,.968
272,min,9750.0,9,16,3,5,1,1,0,4,4,3,1,0,.313,.450,.500,.950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,SS,4,40,6,26,18,2,5,.923
273,min,8789.0,414,1144,151,305,61,12,18,120,68,162,65,18,.267,.308,.388,.696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,365,2B,277,2546,336,973,585,52,95,.947
274,min,9342.0,219,781,86,190,33,5,36,108,58,259,2,4,.243,.305,.437,.741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204,LF,197,1705,395,416,13,8,2,.981
275,min,9110.0,80,279,46,75,17,1,18,52,53,119,1,1,.269,.385,.530,.916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1B,9,82,10,25,15,0,0,1.000
276,min,9591.0,122,453,60,121,18,15,13,50,15,118,11,6,.267,.289,.459,.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,LF,116,1035,220,243,16,7,4,.971
277,min,7062.0,1456,5425,817,1697,343,24,119,755,743,772,48,17,.313,.394,.451,.845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1214,C,1174,10402,8316,8880,522,42,283,.995
278,min,9054.0,385,1145,141,295,75,9,21,114,74,245,6,6,.258,.303,.394,.697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,382,2B,297,2734,413,1133,696,24,142,.979
279,min,9325.0,247,819,107,184,30,6,20,78,94,206,26,9,.225,.306,.349,.655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257,CF,232,2078,632,657,22,3,6,.995
280,min,8468.0,351,582,74,138,19,5,5,53,56,92,13,3,.237,.302,.313,.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272,P,120,1272,321,336,9,6,2,.982
281,min,8733.0,639,2319,297,568,135,9,84,310,199,522,10,9,.245,.308,.420,.728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614,2B,585,5146,672,1814,1071,71,157,.961
282,min,8052.0,1102,3846,398,982,203,5,75,470,272,493,19,10,.255,.312,.369,.681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1053,C,1010,8993,7018,7477,413,46,43,.994
283,min,9592.0,111,390,44,101,14,1,14,55,21,117,0,0,.259,.299,.408,.707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,1B,27,235,219,241,19,3,17,.988
284,min,5884.0,2371,8857,1296,2452,498,39,353,1391,661,1741,195,99,.277,.331,.461,.793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264,CF,2209,19224,5262,5445,131,52,30,.990
285,min,9174.0,544,2100,318,503,116,10,75,247,217,455,56,20,.240,.314,.411,.726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,542,SS,534,4731,942,2665,1679,44,389,.983
286,min,8975.0,65,140,20,34,7,0,2,11,17,37,2,1,.243,.329,.336,.665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,C,40,362,274,290,13,3,2,.990
287,min,8188.0,463,1292,171,295,48,9,12,85,145,383,103,30,.228,.308,.307,.615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392,LF,326,2978,802,827,17,8,4,.990
288,min,9693.0,192,666,100,185,37,12,7,61,25,166,28,8,.278,.309,.401,.710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175,SS,161,1403,319,603,262,22,62,.964
289,min,9590.0,46,129,16,27,7,1,2,6,6,44,2,2,.209,.250,.326,.576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,CF,35,327,115,117,2,0,0,1.000
290,min,8274.0,46,69,12,15,4,0,0,7,10,21,2,1,.217,.333,.275,.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,2B,18,194,26,89,63,0,11,1.000
291,min,8864.0,4,9,0,2,0,0,0,0,0,4,0,0,.222,.222,.222,.444,73,73,26,27,0,0,0,1,0,425.0,433,217,209,37,142,281,4.43,1.35,.264,73,P,73,425,47,106,58,1,7,.991
292,min,9309.0,142,353,37,64,15,1,6,33,30,108,1,1,.181,.249,.280,.530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124,C,88,830,416,454,32,6,7,.987
293,min,10095.0,3,7,0,1,0,0,0,0,0,3,0,0,.143,.143,.143,.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,RF,1,10,3,3,0,0,0,1.000
294,min,7720.0,217,374,19,51,12,0,1,26,21,176,0,0,.136,.184,.176,.361,265,247,100,89,0,0,2,10,4,1509.0,1638,817,761,178,358,1226,4.54,1.32,.277,265,P,247,1509,100,263,151,12,10,.954
295,min,7913.0,7,15,0,0,0,0,0,0,0,6,0,0,.000,.000,.000,.000,241,189,83,69,3,3,18,4,1,1145.2,1192,583,552,157,277,936,4.34,1.28,.266,241,P,189,1145,44,132,85,3,4,.977
296,min,8177.0,16,7,0,0,0,0,0,0,0,4,0,0,.000,.000,.000,.000,354,61,41,37,2,9,45,2,2,649.1,691,324,298,64,208,428,4.13,1.38,.274,354,P,61,649,35,146,106,5,7,.966
297,min,9035.0,13,25,4,4,0,0,1,6,0,5,0,0,.160,.160,.280,.440,110,106,41,28,1,0,0,2,0,619.0,651,311,273,84,152,444,3.97,1.30,.268,110,P,106,619,26,96,67,3,4,.969
298,min,9783.0,3,3,0,0,0,0,0,0,0,3,0,0,.000,.000,.000,.000,58,25,11,15,0,2,7,0,0,160.1,186,94,91,18,48,154,5.11,1.46,.289,58,P,25,160,6,20,12,2,0,.900
299,laa,10078.0,2,2,1,1,0,0,1,1,0,0,0,0,.500,.500,2.000,2.500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0,1,1,2,1,0,0,1.000
300,laa,7571.0,15,29,3,4,0,1,0,0,3,10,0,0,.138,.219,.207,.426,444,192,94,70,52,11,46,7,2,1430.1,1287,672,594,117,602,1259,3.74,1.32,.240,444,P,192,1430,54,268,199,15,7,.944
301,laa,9354.0,71,155,12,28,8,1,2,13,11,47,1,0,.181,.249,.284,.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,LF,34,297,53,56,1,2,1,.964
302,laa,8861.0,652,2448,477,744,143,32,139,397,361,647,113,21,.304,.397,.559,.956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,680,LF,622,5502,1590,1615,14,11,3,.993
303,laa,9681.0,107,252,33,69,11,1,0,28,19,35,6,4,.274,.324,.325,.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105,LF,56,577,151,164,11,2,0,.988
304,laa,9010.0,254,890,104,227,45,10,8,94,52,135,10,4,.255,.299,.355,.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245,2B,235,2046,391,999,584,24,116,.976
305,laa,7744.0,1220,4427,572,1223,222,43,48,417,226,543,141,53,.276,.315,.378,.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1191,2B,1137,10033,1798,4896,2967,131,669,.973
306,laa,7862.0,1110,3467,440,950,203,16,104,472,316,575,54,28,.274,.333,.432,.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031,LF,832,7507,1598,1663,49,16,11,.990
307,laa,9583.0,192,620,65,161,29,2,27,88,27,143,3,1,.260,.296,.444,.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,1B,83,711,606,656,43,7,56,.989
308,laa,8402.0,721,2453,301,677,133,5,68,348,220,600,8,10,.276,.344,.417,.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672,3B,649,5371,342,1501,1093,66,130,.956
309,laa,9191.0,365,1341,199,354,62,7,51,174,106,315,12,6,.264,.319,.435,.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361,LF,321,2936,742,783,28,13,8,.983
310,laa,9051.0,130,256,27,63,15,1,1,20,21,45,2,5,.246,.303,.324,.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114,1B,57,592,359,379,18,2,21,.995
311,laa,9956.0,86,260,20,65,13,0,4,21,19,49,2,0,.250,.299,.346,.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82,C,75,669,549,626,72,5,1,.992
312,laa,6619.0,2274,8545,1599,2666,583,16,560,1698,1165,978,103,41,.312,.397,.581,.977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120,1B,2020,17620,15416,17167,1623,128,1503,.993
313,laa,7104.0,1299,4630,731,1274,231,70,108,489,381,626,231,46,.275,.340,.425,.765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1241,CF,1103,10026,2613,2704,76,15,23,.994
314,laa,8378.0,368,1153,115,294,61,10,25,125,90,207,0,6,.255,.309,.390,.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335,2B,303,2646,232,808,531,45,50,.944
315,laa,8976.0,10,13,0,2,0,0,0,0,0,5,0,0,.154,.154,.154,.308,141,83,23,28,4,2,5,0,0,532.2,468,238,210,71,237,488,3.55,1.32,.233,141,P,83,532,19,85,63,3,5,.965
316,laa,9994.0,19,36,6,7,0,0,0,1,3,15,0,0,.194,.256,.194,.451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,2B,10,94,4,20,14,2,1,.900
317,laa,8696.0,306,774,63,143,30,3,9,60,47,165,0,1,.185,.241,.266,.507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305,C,232,2147,1649,1795,130,16,12,.991
318,laa,8866.0,109,281,29,70,13,1,3,31,14,78,1,5,.249,.283,.335,.618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97,2B,76,677,144,291,142,5,29,.983
319,laa,8968.0,308,677,83,160,22,4,12,57,56,190,14,7,.236,.299,.334,.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293,LF,173,1702,437,455,14,4,5,.991
320,laa,7845.0,852,2553,332,590,125,10,100,378,433,713,11,10,.231,.351,.405,.756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817,C,757,6804,5302,5755,427,26,46,.995
321,laa,8239.0,818,2429,326,589,139,14,93,334,329,600,29,19,.242,.335,.426,.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,701,LF,577,5163,1097,1139,25,17,5,.985
322,laa,9324.0,34,46,8,8,2,0,1,4,5,19,1,1,.174,.255,.283,.538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,3B,13,150,10,52,40,2,4,.962
323,laa,9917.0,101,154,23,25,5,1,2,9,7,46,4,2,.162,.212,.247,.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94,2B,42,451,78,205,121,6,19,.971
324,laa,9437.0,146,398,30,75,18,0,12,42,34,130,2,0,.188,.255,.324,.579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107,1B,88,728,445,497,45,7,41,.986
325,laa,9152.0,273,617,87,143,40,3,17,72,63,218,12,6,.232,.306,.389,.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223,LF,140,1308,344,358,9,5,1,.986
326,laa,7232.0,1472,5220,740,1434,288,65,99,573,510,838,66,62,.275,.349,.412,.761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1389,LF,1245,10942,2903,2994,67,24,11,.992
327,laa,7708.0,16,36,3,4,0,0,0,1,2,15,0,0,.111,.158,.111,.269,291,291,138,81,0,0,0,13,7,1847.0,1652,732,698,209,488,1495,3.40,1.16,.237,291,P,291,1847,97,271,159,15,7,.945
328,laa,9264.0,42,33,2,2,0,0,0,0,2,10,0,0,.061,.114,.061,.175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,2B,8,107,9,40,29,2,2,.950
329,laa,9400.0,2,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,65,7,4,3,0,2,3,0,0,98.1,81,44,41,14,41,104,3.75,1.24,.219,65,P,7,98,4,14,9,1,1,.929
330,laa,9534.0,2,2,0,0,0,0,0,0,1,1,0,0,.000,.333,.000,.333,53,45,23,14,0,0,0,0,0,276.1,259,119,113,38,61,245,3.68,1.16,.248,53,P,45,276,19,46,22,5,2,.891
331,laa,9586.0,9,13,0,1,0,0,0,0,0,5,0,0,.077,.077,.077,.154,25,23,6,7,0,0,0,0,0,135.0,131,60,60,15,35,98,4.00,1.23,.255,25,P,23,135,10,21,11,0,1,1.000
332,oak,7292.0,14,26,1,3,0,0,0,2,0,10,0,0,.115,.115,.115,.231,272,271,98,90,0,0,0,3,1,1553.1,1463,750,683,169,629,1474,3.96,1.35,.248,272,P,271,1553,54,222,143,25,5,.887
333,oak,8708.0,40,68,4,15,4,0,0,7,4,19,1,0,.221,.276,.279,.556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,C,16,143,113,126,9,4,1,.968
334,oak,8334.0,109,11,0,1,0,0,0,0,0,10,0,0,.091,.091,.091,.182,253,49,24,38,2,8,22,0,0,537.2,560,295,272,72,187,473,4.55,1.39,.266,253,P,49,537,38,78,37,3,4,.962
335,oak,9773.0,138,526,74,154,18,9,5,42,26,81,29,9,.293,.332,.390,.722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126,CF,119,1074,282,288,2,4,2,.986
336,oak,8665.0,526,1787,206,478,105,7,55,252,114,361,7,12,.267,.310,.426,.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470,3B,418,3711,357,1148,754,37,68,.968
337,oak,8544.0,671,2260,310,567,114,22,86,309,200,447,33,8,.251,.311,.435,.746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646,LF,572,5186,1219,1287,41,27,10,.979
338,oak,7829.0,1190,4317,641,1145,265,35,127,567,604,757,105,39,.265,.355,.431,.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352,2B,1113,9902,2044,4170,2055,71,463,.983
339,oak,9147.0,285,874,102,225,37,6,31,122,83,166,1,3,.257,.320,.420,.740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258,C,212,1889,1592,1696,96,8,52,.995
340,oak,8874.0,494,1866,231,491,90,13,59,217,123,378,34,16,.263,.316,.420,.736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,522,2B,489,4282,459,1575,1053,63,126,.960
341,oak,9517.0,240,856,102,215,37,9,23,80,64,224,16,7,.251,.304,.396,.700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237,2B,221,1982,292,954,610,52,134,.945
342,oak,9898.0,124,441,61,112,22,3,16,70,33,96,7,2,.254,.315,.426,.742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137,1B,106,962,598,653,49,6,58,.991
343,oak,7634.0,1317,4855,565,1408,304,5,142,693,479,798,5,3,.290,.355,.442,.797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407,1B,398,3416,3069,3354,259,26,319,.992
344,oak,9452.0,149,466,45,106,25,1,16,63,19,103,2,0,.227,.260,.388,.649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144,C,131,1147,944,1047,95,8,8,.992
345,oak,8828.0,435,1210,138,289,52,7,8,105,92,169,29,11,.239,.295,.313,.609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423,2B,349,3155,652,1678,997,29,209,.983
346,oak,9905.0,9,17,3,4,0,1,0,2,1,2,0,0,.235,.278,.353,.631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,2B,4,40,10,15,5,0,1,1.000
347,oak,8666.0,657,2062,258,493,117,2,81,290,293,533,7,8,.239,.332,.416,.748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617,P,561,4971,4932,5321,349,40,459,.992
